_unit_id	_created_at	_golden	_id	_missed	_started_at	_tainted	_channel	_trust	_worker_id	_country	_region	_city	_ip	broad_rel_type	comments_box	deep_semantics	broad_rel_type_gold	data_subset	deep_semantics_gold	form_object	form_subject	formatted_sentence	gold_std_association_type	num_sentence	object_end	object_start	object_text	object_type	original_sentence	pubmed_id	subject_end	subject_start	subject_text	subject_type
698757970	4/4/2015 21:31:45	false	1605619374		4/4/2015 21:30:42	false	elite	1	31883685	GBR	H2	Accrington	80.47.186.28	positive		may_cause		new		"&quot;<span class=""form_object"">cyclooxygenase</span>&quot;"	"&quot;<span class=""form_subject"">Cardiovascular thromboembolic adverse effects</span>&quot;"	"<div class=""formatted_sentence""><span class=""subject_text"">Cardiovascular thromboembolic adverse effects</span> associated with <span class=""object_text"">cyclooxygenase</span>-2 selective inhibitors and nonselective antiinflammatory drugs.</div>"	false	0	76	62	cyclooxygenase	drug	Cardiovascular thromboembolic adverse effects associated with cyclooxygenase-2 selective inhibitors and nonselective antiinflammatory drugs.	18042885	45	0	Cardiovascular thromboembolic adverse effects	disease
698757970	4/4/2015 21:37:49	false	1605621852		4/4/2015 21:36:50	false	neodev	0.85	19596413	IND	7	New Delhi	59.177.137.181	false				new		"&quot;<span class=""form_object"">cyclooxygenase</span>&quot;"	"&quot;<span class=""form_subject"">Cardiovascular thromboembolic adverse effects</span>&quot;"	"<div class=""formatted_sentence""><span class=""subject_text"">Cardiovascular thromboembolic adverse effects</span> associated with <span class=""object_text"">cyclooxygenase</span>-2 selective inhibitors and nonselective antiinflammatory drugs.</div>"	false	0	76	62	cyclooxygenase	drug	Cardiovascular thromboembolic adverse effects associated with cyclooxygenase-2 selective inhibitors and nonselective antiinflammatory drugs.	18042885	45	0	Cardiovascular thromboembolic adverse effects	disease
698757970	4/4/2015 21:38:50	false	1605622225		4/4/2015 21:36:48	false	clixsense	0.875	16328164	PAK	5	Karachi	113.203.183.167	positive		no_further_info		new		"&quot;<span class=""form_object"">cyclooxygenase</span>&quot;"	"&quot;<span class=""form_subject"">Cardiovascular thromboembolic adverse effects</span>&quot;"	"<div class=""formatted_sentence""><span class=""subject_text"">Cardiovascular thromboembolic adverse effects</span> associated with <span class=""object_text"">cyclooxygenase</span>-2 selective inhibitors and nonselective antiinflammatory drugs.</div>"	false	0	76	62	cyclooxygenase	drug	Cardiovascular thromboembolic adverse effects associated with cyclooxygenase-2 selective inhibitors and nonselective antiinflammatory drugs.	18042885	45	0	Cardiovascular thromboembolic adverse effects	disease
698757970	4/4/2015 21:39:03	false	1605622331		4/4/2015 21:37:01	false	clixsense	0.9286	31796344	PRT	13	Leiria	2.83.14.210	positive		may_cause		new		"&quot;<span class=""form_object"">cyclooxygenase</span>&quot;"	"&quot;<span class=""form_subject"">Cardiovascular thromboembolic adverse effects</span>&quot;"	"<div class=""formatted_sentence""><span class=""subject_text"">Cardiovascular thromboembolic adverse effects</span> associated with <span class=""object_text"">cyclooxygenase</span>-2 selective inhibitors and nonselective antiinflammatory drugs.</div>"	false	0	76	62	cyclooxygenase	drug	Cardiovascular thromboembolic adverse effects associated with cyclooxygenase-2 selective inhibitors and nonselective antiinflammatory drugs.	18042885	45	0	Cardiovascular thromboembolic adverse effects	disease
698757970	4/4/2015 21:39:10	false	1605622374		4/4/2015 21:36:51	false	tremorgames	0.875	20416470	CAN	MB	Winnipeg	50.72.156.247	positive		may_cause		new		"&quot;<span class=""form_object"">cyclooxygenase</span>&quot;"	"&quot;<span class=""form_subject"">Cardiovascular thromboembolic adverse effects</span>&quot;"	"<div class=""formatted_sentence""><span class=""subject_text"">Cardiovascular thromboembolic adverse effects</span> associated with <span class=""object_text"">cyclooxygenase</span>-2 selective inhibitors and nonselective antiinflammatory drugs.</div>"	false	0	76	62	cyclooxygenase	drug	Cardiovascular thromboembolic adverse effects associated with cyclooxygenase-2 selective inhibitors and nonselective antiinflammatory drugs.	18042885	45	0	Cardiovascular thromboembolic adverse effects	disease
698757970	4/4/2015 21:39:31	false	1605622563		4/4/2015 21:38:23	false	elite	0.8462	30476651	IND	2	Hyderabad	49.204.151.207	positive		may_cause		new		"&quot;<span class=""form_object"">cyclooxygenase</span>&quot;"	"&quot;<span class=""form_subject"">Cardiovascular thromboembolic adverse effects</span>&quot;"	"<div class=""formatted_sentence""><span class=""subject_text"">Cardiovascular thromboembolic adverse effects</span> associated with <span class=""object_text"">cyclooxygenase</span>-2 selective inhibitors and nonselective antiinflammatory drugs.</div>"	false	0	76	62	cyclooxygenase	drug	Cardiovascular thromboembolic adverse effects associated with cyclooxygenase-2 selective inhibitors and nonselective antiinflammatory drugs.	18042885	45	0	Cardiovascular thromboembolic adverse effects	disease
698757970	4/4/2015 21:39:32	false	1605622572		4/4/2015 21:37:13	false	neodev	0.8125	27316712	ARE	1	Abu Dhabi	92.96.119.124	positive		no_further_info		new		"&quot;<span class=""form_object"">cyclooxygenase</span>&quot;"	"&quot;<span class=""form_subject"">Cardiovascular thromboembolic adverse effects</span>&quot;"	"<div class=""formatted_sentence""><span class=""subject_text"">Cardiovascular thromboembolic adverse effects</span> associated with <span class=""object_text"">cyclooxygenase</span>-2 selective inhibitors and nonselective antiinflammatory drugs.</div>"	false	0	76	62	cyclooxygenase	drug	Cardiovascular thromboembolic adverse effects associated with cyclooxygenase-2 selective inhibitors and nonselective antiinflammatory drugs.	18042885	45	0	Cardiovascular thromboembolic adverse effects	disease
698757970	4/4/2015 21:40:33	false	1605622909		4/4/2015 21:37:26	false	gifthunterclub	0.7895	31775124	ESP			37.133.185.72	positive		may_cause		new		"&quot;<span class=""form_object"">cyclooxygenase</span>&quot;"	"&quot;<span class=""form_subject"">Cardiovascular thromboembolic adverse effects</span>&quot;"	"<div class=""formatted_sentence""><span class=""subject_text"">Cardiovascular thromboembolic adverse effects</span> associated with <span class=""object_text"">cyclooxygenase</span>-2 selective inhibitors and nonselective antiinflammatory drugs.</div>"	false	0	76	62	cyclooxygenase	drug	Cardiovascular thromboembolic adverse effects associated with cyclooxygenase-2 selective inhibitors and nonselective antiinflammatory drugs.	18042885	45	0	Cardiovascular thromboembolic adverse effects	disease
698757970	4/4/2015 21:40:55	false	1605623013		4/4/2015 21:37:17	false	elite	0.7692	30087800	BIH	1	Sarajevo	77.78.221.140	positive		may_cause		new		"&quot;<span class=""form_object"">cyclooxygenase</span>&quot;"	"&quot;<span class=""form_subject"">Cardiovascular thromboembolic adverse effects</span>&quot;"	"<div class=""formatted_sentence""><span class=""subject_text"">Cardiovascular thromboembolic adverse effects</span> associated with <span class=""object_text"">cyclooxygenase</span>-2 selective inhibitors and nonselective antiinflammatory drugs.</div>"	false	0	76	62	cyclooxygenase	drug	Cardiovascular thromboembolic adverse effects associated with cyclooxygenase-2 selective inhibitors and nonselective antiinflammatory drugs.	18042885	45	0	Cardiovascular thromboembolic adverse effects	disease
698757970	4/4/2015 21:43:05	false	1605623761		4/4/2015 21:41:24	true	clixsense	0.6667	31482521	BIH	1	Zepce	109.105.192.195	negative				new		"&quot;<span class=""form_object"">cyclooxygenase</span>&quot;"	"&quot;<span class=""form_subject"">Cardiovascular thromboembolic adverse effects</span>&quot;"	"<div class=""formatted_sentence""><span class=""subject_text"">Cardiovascular thromboembolic adverse effects</span> associated with <span class=""object_text"">cyclooxygenase</span>-2 selective inhibitors and nonselective antiinflammatory drugs.</div>"	false	0	76	62	cyclooxygenase	drug	Cardiovascular thromboembolic adverse effects associated with cyclooxygenase-2 selective inhibitors and nonselective antiinflammatory drugs.	18042885	45	0	Cardiovascular thromboembolic adverse effects	disease
