_unit_id	_created_at	_golden	_id	_missed	_started_at	_tainted	_channel	_trust	_worker_id	_country	_region	_city	_ip	comments_box	form_object_and_form_subject_are_related_because	sentence_claim	data_subset	form_object	form_object_and_form_subject_are_related_because_gold	form_subject	formatted_sentence	gold_std_association_type	num_sentence	object_end	object_start	object_text	object_type	original_sentence	pubmed_id	sentence_claim_gold	subject_end	subject_start	subject_text	subject_type
701713860	4/8/2015 05:16:20	false	1607832080		4/8/2015 05:15:21	false	elite	0.8889	30795938	VNM	44	Hanoi	113.190.236.66		worsens_or_causes	definite_relation	new	"&quot;<span class=""form_object"">cyclooxygenase</span>&quot;"		"&quot;<span class=""form_subject"">Cardiovascular thromboembolic adverse effects</span>&quot;"	"<div class=""formatted_sentence""><span class=""subject_text"">Cardiovascular thromboembolic adverse effects</span> associated with <span class=""object_text"">cyclooxygenase</span>-2 selective inhibitors and nonselective antiinflammatory drugs.</div>"	false	0	76	62	cyclooxygenase	drug	Cardiovascular thromboembolic adverse effects associated with cyclooxygenase-2 selective inhibitors and nonselective antiinflammatory drugs.	18042885		45	0	Cardiovascular thromboembolic adverse effects	disease
701713860	4/8/2015 05:17:13	false	1607832321		4/8/2015 05:14:46	false	clixsense	0.9286	19130982	PHL	D9	San Juan	112.198.77.41		worsens_or_causes	definite_relation	new	"&quot;<span class=""form_object"">cyclooxygenase</span>&quot;"		"&quot;<span class=""form_subject"">Cardiovascular thromboembolic adverse effects</span>&quot;"	"<div class=""formatted_sentence""><span class=""subject_text"">Cardiovascular thromboembolic adverse effects</span> associated with <span class=""object_text"">cyclooxygenase</span>-2 selective inhibitors and nonselective antiinflammatory drugs.</div>"	false	0	76	62	cyclooxygenase	drug	Cardiovascular thromboembolic adverse effects associated with cyclooxygenase-2 selective inhibitors and nonselective antiinflammatory drugs.	18042885		45	0	Cardiovascular thromboembolic adverse effects	disease
701713860	4/8/2015 05:17:24	false	1607832357		4/8/2015 05:15:58	false	elite	1	29902018	VNM	44	Hanoi	123.16.102.128		worsens_or_causes	uncertain_relation	new	"&quot;<span class=""form_object"">cyclooxygenase</span>&quot;"		"&quot;<span class=""form_subject"">Cardiovascular thromboembolic adverse effects</span>&quot;"	"<div class=""formatted_sentence""><span class=""subject_text"">Cardiovascular thromboembolic adverse effects</span> associated with <span class=""object_text"">cyclooxygenase</span>-2 selective inhibitors and nonselective antiinflammatory drugs.</div>"	false	0	76	62	cyclooxygenase	drug	Cardiovascular thromboembolic adverse effects associated with cyclooxygenase-2 selective inhibitors and nonselective antiinflammatory drugs.	18042885		45	0	Cardiovascular thromboembolic adverse effects	disease
701713860	4/8/2015 05:20:31	false	1607833445		4/8/2015 05:17:55	false	clixsense	0.9286	29843084	MEX	16	Ario De Rosales	187.134.73.69		worsens_or_causes	definite_relation	new	"&quot;<span class=""form_object"">cyclooxygenase</span>&quot;"		"&quot;<span class=""form_subject"">Cardiovascular thromboembolic adverse effects</span>&quot;"	"<div class=""formatted_sentence""><span class=""subject_text"">Cardiovascular thromboembolic adverse effects</span> associated with <span class=""object_text"">cyclooxygenase</span>-2 selective inhibitors and nonselective antiinflammatory drugs.</div>"	false	0	76	62	cyclooxygenase	drug	Cardiovascular thromboembolic adverse effects associated with cyclooxygenase-2 selective inhibitors and nonselective antiinflammatory drugs.	18042885		45	0	Cardiovascular thromboembolic adverse effects	disease
701713861	4/8/2015 05:10:53	true	1607830303		4/8/2015 05:07:53	false	elite	1	29902018	VNM	44	Hanoi	123.16.102.128			is_cooccurrence	old	"&quot;<span class=""form_object"">alfentanil</span>&quot;"		"&quot;<span class=""form_subject"">motion sickness</span>&quot;"	"<div class=""formatted_sentence"">The frequency of PONV did not correlate to the amounts of <span class=""object_text"">alfentanil</span>, propofol, postoperative antiemetics consumed, or to female gender, non-smoking status, and history of PONV or <span class=""subject_text"">motion sickness</span>.</div>"	false	8	68	58	alfentanil	drug	The frequency of PONV did not correlate to the amounts of alfentanil, propofol, postoperative antiemetics consumed, or to female gender, non-smoking status, and history of PONV or motion sickness.	18037672	is_cooccurrence	195	180	motion sickness	disease
701713861	4/8/2015 05:11:59	true	1607830562	true	4/8/2015 05:10:54	false	tremorgames	0.9	31158369	HUN	19	Szeged	193.226.212.233			no_relation	old	"&quot;<span class=""form_object"">alfentanil</span>&quot;"		"&quot;<span class=""form_subject"">motion sickness</span>&quot;"	"<div class=""formatted_sentence"">The frequency of PONV did not correlate to the amounts of <span class=""object_text"">alfentanil</span>, propofol, postoperative antiemetics consumed, or to female gender, non-smoking status, and history of PONV or <span class=""subject_text"">motion sickness</span>.</div>"	false	8	68	58	alfentanil	drug	The frequency of PONV did not correlate to the amounts of alfentanil, propofol, postoperative antiemetics consumed, or to female gender, non-smoking status, and history of PONV or motion sickness.	18037672	is_cooccurrence	195	180	motion sickness	disease
701713861	4/8/2015 05:12:14	true	1607830674		4/8/2015 05:07:03	false	instagc	0.8	18317462	USA	NC	Fayetteville	71.49.41.121			is_cooccurrence	old	"&quot;<span class=""form_object"">alfentanil</span>&quot;"		"&quot;<span class=""form_subject"">motion sickness</span>&quot;"	"<div class=""formatted_sentence"">The frequency of PONV did not correlate to the amounts of <span class=""object_text"">alfentanil</span>, propofol, postoperative antiemetics consumed, or to female gender, non-smoking status, and history of PONV or <span class=""subject_text"">motion sickness</span>.</div>"	false	8	68	58	alfentanil	drug	The frequency of PONV did not correlate to the amounts of alfentanil, propofol, postoperative antiemetics consumed, or to female gender, non-smoking status, and history of PONV or motion sickness.	18037672	is_cooccurrence	195	180	motion sickness	disease
701713861	4/8/2015 05:12:36	true	1607830846		4/8/2015 05:07:40	false	elite	0.8889	30795938	VNM	44	Hanoi	113.190.236.66			is_cooccurrence	old	"&quot;<span class=""form_object"">alfentanil</span>&quot;"		"&quot;<span class=""form_subject"">motion sickness</span>&quot;"	"<div class=""formatted_sentence"">The frequency of PONV did not correlate to the amounts of <span class=""object_text"">alfentanil</span>, propofol, postoperative antiemetics consumed, or to female gender, non-smoking status, and history of PONV or <span class=""subject_text"">motion sickness</span>.</div>"	false	8	68	58	alfentanil	drug	The frequency of PONV did not correlate to the amounts of alfentanil, propofol, postoperative antiemetics consumed, or to female gender, non-smoking status, and history of PONV or motion sickness.	18037672	is_cooccurrence	195	180	motion sickness	disease
701713861	4/8/2015 05:12:43	true	1607830900		4/8/2015 05:06:50	false	clixsense	0.9286	19130982	PHL	D9	San Juan	112.198.77.41			is_cooccurrence	old	"&quot;<span class=""form_object"">alfentanil</span>&quot;"		"&quot;<span class=""form_subject"">motion sickness</span>&quot;"	"<div class=""formatted_sentence"">The frequency of PONV did not correlate to the amounts of <span class=""object_text"">alfentanil</span>, propofol, postoperative antiemetics consumed, or to female gender, non-smoking status, and history of PONV or <span class=""subject_text"">motion sickness</span>.</div>"	false	8	68	58	alfentanil	drug	The frequency of PONV did not correlate to the amounts of alfentanil, propofol, postoperative antiemetics consumed, or to female gender, non-smoking status, and history of PONV or motion sickness.	18037672	is_cooccurrence	195	180	motion sickness	disease
701713861	4/8/2015 05:13:26	true	1607831174		4/8/2015 05:07:03	false	clixsense	0.9	12081309	NLD	11	Hazerswoude-rijndijk	94.208.79.108			is_cooccurrence	old	"&quot;<span class=""form_object"">alfentanil</span>&quot;"		"&quot;<span class=""form_subject"">motion sickness</span>&quot;"	"<div class=""formatted_sentence"">The frequency of PONV did not correlate to the amounts of <span class=""object_text"">alfentanil</span>, propofol, postoperative antiemetics consumed, or to female gender, non-smoking status, and history of PONV or <span class=""subject_text"">motion sickness</span>.</div>"	false	8	68	58	alfentanil	drug	The frequency of PONV did not correlate to the amounts of alfentanil, propofol, postoperative antiemetics consumed, or to female gender, non-smoking status, and history of PONV or motion sickness.	18037672	is_cooccurrence	195	180	motion sickness	disease
